timestamp,appliance_type,appliance_sub,rated_wattage,star_rating,inverter_mode,setpoint_temp,outdoor_temp,humidity,thermal_delta,hour_of_day,is_peak_hour,is_morning_peak,day_of_week,is_weekend,season,occupancy,usage_factor,grid_voltage,power_kwh,cost_inr
2023-01-01 09:45,Geyser,Geyser Standard,2000,3,0,17.2,17.2,51.7,0.0,9,0,1,6,1,0,3,0.8514,215,0.48714,3.6536
2023-01-01 09:45,Laptop,Laptop Standard,45,3,0,19.3,19.3,43.1,0.0,9,0,1,6,1,0,4,0.8491,215,0.00974,0.0731
2023-01-01 10:45,AC,AC 1.5T,1500,3,1,23.9,18.4,58.3,-5.5,10,0,0,6,1,0,4,0.4895,225,0.1909,1.1454
2023-01-01 10:45,Electric Iron,Iron Steam,1500,3,0,21.9,21.9,56.4,0.0,10,0,0,6,1,0,3,0.8556,225,0.33528,2.0117
2023-01-01 11:15,Geyser,Geyser Large,3000,3,0,17.4,17.4,45.9,0.0,11,0,0,6,1,0,1,0.8415,225,0.65948,3.9569
2023-01-01 11:30,Microwave,Microwave Large,1500,3,0,20.8,20.8,46.1,0.0,11,0,0,6,1,0,4,0.8197,225,0.3212,1.9272
2023-01-01 13:00,LED Bulb,LED 12W,12,5,0,19.8,19.8,44.0,0.0,13,0,0,6,1,0,3,0.7878,225,0.00241,0.0145
2023-01-01 14:00,AC,AC 2.0T,2000,1,1,21.0,24.0,55.1,3.0,14,0,0,6,1,0,4,0.7239,225,0.37642,2.2585
2023-01-01 14:15,LED Bulb,LED 9W,9,5,0,21.9,21.9,46.8,0.0,14,0,0,6,1,0,3,0.785,225,0.0018,0.0108
2023-01-01 14:30,Refrigerator,Fridge Large,400,4,0,22.1,22.1,54.2,0.0,14,0,0,6,1,0,3,0.8079,225,0.08402,0.5041
2023-01-01 14:30,Washing Machine,WM Front Load,500,3,0,22.7,22.7,50.1,0.0,14,0,0,6,1,0,1,0.866,225,0.11258,0.6755
2023-01-01 15:00,Desktop PC,PC Standard,300,3,0,21.8,21.8,34.6,0.0,15,0,0,6,1,0,2,0.8103,225,0.06199,0.3719
2023-01-01 17:15,Wi-Fi Router,Router 10W,10,5,0,21.1,21.1,46.5,0.0,17,0,0,6,1,0,3,0.7864,225,0.00201,0.0121
2023-01-01 17:15,Refrigerator,Fridge Medium,250,2,0,19.4,19.4,47.3,0.0,17,0,0,6,1,0,4,0.8492,225,0.0552,0.3312
2023-01-01 17:30,AC,AC 2.0T,2000,5,1,24.2,20.9,55.9,-3.3,17,0,0,6,1,0,1,0.382,225,0.19865,1.1919
2023-01-01 18:45,Laptop,Laptop Gaming,65,3,0,19.7,19.7,36.6,0.0,18,1,0,6,1,0,2,0.8379,205,0.01389,0.1181
2023-01-01 19:00,Desktop PC,PC Standard,300,3,0,14.2,14.2,51.0,0.0,19,1,0,6,1,0,4,0.8381,205,0.06411,0.5449
2023-01-01 19:45,Desktop PC,PC Standard,300,3,0,19.8,19.8,52.7,0.0,19,1,0,6,1,0,2,0.8398,205,0.06424,0.546
2023-01-01 20:15,Electric Iron,Iron Steam,1500,3,0,13.2,13.2,43.9,0.0,20,1,0,6,1,0,3,0.8468,205,0.39973,3.3977
2023-01-01 22:15,LED Bulb,LED 9W,9,5,0,10.8,10.8,53.3,0.0,22,1,0,6,1,0,2,0.7347,205,0.00169,0.0144
2023-01-01 23:00,LED Bulb,LED 12W,12,5,0,10.5,10.5,32.8,0.0,23,0,0,6,1,0,1,0.7673,235,0.00235,0.0106
2023-01-02 00:15,Ceiling Fan,Fan Large,75,3,0,10.0,10.0,57.9,0.0,0,0,0,0,0,0,1,0.8321,235,0.0156,0.0702
2023-01-02 00:30,Desktop PC,PC Gaming,400,3,0,9.7,9.7,47.4,0.0,0,0,0,0,0,0,2,0.8706,235,0.0888,0.3996
2023-01-02 01:30,Desktop PC,PC Gaming,400,3,0,8.7,8.7,33.8,0.0,1,0,0,0,0,0,2,0.8444,235,0.08613,0.3876
2023-01-02 01:30,Microwave,Microwave Large,1500,3,0,9.7,9.7,33.1,0.0,1,0,0,0,0,0,2,0.8647,235,0.3106,1.3977
2023-01-02 02:30,LED Bulb,LED 12W,12,5,0,7.0,7.0,40.1,0.0,2,0,0,0,0,0,1,0.7673,235,0.00235,0.0106
2023-01-02 03:15,Geyser,Geyser Standard,2000,3,0,8.4,8.4,51.5,0.0,3,0,0,0,0,0,1,0.877,235,0.42003,1.8901
2023-01-02 05:00,Washing Machine,WM Front Load,500,3,0,9.1,9.1,44.1,0.0,5,0,0,0,0,0,1,0.8538,235,0.10672,0.4802
2023-01-02 06:30,Washing Machine,WM Front Load,500,3,0,10.9,10.9,50.2,0.0,6,0,1,0,0,0,3,0.87,215,0.12072,0.9054
2023-01-02 06:30,Geyser,Geyser Large,3000,3,0,10.9,10.9,52.1,0.0,6,0,1,0,0,0,1,0.8568,215,0.73539,5.5154
2023-01-02 06:45,LED TV,TV 50in,150,3,0,11.5,11.5,30.1,0.0,6,0,1,0,0,0,4,0.8431,215,0.03225,0.2419
2023-01-02 08:00,Electric Iron,Iron Standard,1000,3,0,16.2,16.2,51.9,0.0,8,0,1,0,0,0,3,0.8634,215,0.24703,1.8527
2023-01-02 09:15,LED Bulb,LED 12W,12,5,0,17.4,17.4,31.4,0.0,9,0,1,0,0,0,4,0.7594,215,0.00232,0.0174
2023-01-02 09:30,Laptop,Laptop Gaming,65,3,0,16.4,16.4,50.9,0.0,9,0,1,0,0,0,2,0.8346,215,0.01383,0.1037
2023-01-02 10:00,LED TV,TV 32in,80,3,0,20.6,20.6,46.9,0.0,10,0,0,0,0,0,1,0.8516,225,0.01737,0.1042
2023-01-02 10:00,Laptop,Laptop Gaming,65,3,0,20.1,20.1,57.6,0.0,10,0,0,0,0,0,2,0.8571,225,0.01421,0.0853
2023-01-02 10:30,Ceiling Fan,Fan Small,50,3,0,21.1,21.1,38.4,0.0,10,0,0,0,0,0,4,0.8107,225,0.01054,0.0632
2023-01-02 11:30,LED TV,TV 32in,80,3,0,21.2,21.2,36.7,0.0,11,0,0,0,0,0,2,0.8134,225,0.01659,0.0995
2023-01-02 13:45,Refrigerator,Fridge Medium,250,3,0,19.9,19.9,48.5,0.0,13,0,0,0,0,0,4,0.8112,225,0.05273,0.3164
2023-01-02 14:30,Washing Machine,WM Front Load,500,3,0,18.7,18.7,59.9,0.0,14,0,0,0,0,0,4,0.8734,225,0.11354,0.6812
2023-01-02 14:45,LED TV,TV 32in,80,3,0,21.2,21.2,53.8,0.0,14,0,0,0,0,0,2,0.8286,225,0.0169,0.1014
2023-01-02 16:00,AC,AC 1.5T,1500,2,0,20.7,21.2,32.0,0.5,16,0,0,0,0,0,2,0.6834,225,0.26654,1.5992
2023-01-02 16:15,AC,AC 1.0T,900,3,0,24.0,20.5,49.9,-3.5,16,0,0,0,0,0,1,0.6031,225,0.14113,0.8468
2023-01-02 17:15,AC,AC 2.0T,2000,1,1,22.2,19.1,40.5,-3.1,17,0,0,0,0,0,2,0.5936,225,0.30868,1.8521
2023-01-02 17:30,LED Bulb,LED 12W,12,5,0,20.6,20.6,59.1,0.0,17,0,0,0,0,0,2,0.7663,225,0.00234,0.014
2023-01-02 17:30,LED Bulb,LED 12W,12,5,0,20.5,20.5,56.3,0.0,17,0,0,0,0,0,3,0.7661,225,0.00234,0.014
2023-01-02 17:30,LED TV,TV 32in,80,3,0,16.5,16.5,49.6,0.0,17,0,0,0,0,0,1,0.8119,225,0.01656,0.0994
2023-01-02 19:00,Ceiling Fan,Fan Large,75,3,0,14.9,14.9,37.6,0.0,19,1,0,0,0,0,4,0.8673,205,0.01984,0.1686
2023-01-02 19:00,Electric Iron,Iron Standard,1000,3,0,15.3,15.3,47.5,0.0,19,1,0,0,0,0,3,0.8358,205,0.26302,2.2357
2023-01-02 20:30,LED Bulb,LED 12W,12,5,0,13.2,13.2,57.2,0.0,20,1,0,0,0,0,1,0.7695,205,0.00235,0.02
2023-01-02 20:45,AC,AC 2.0T,2000,2,0,21.0,14.5,40.0,-6.5,20,1,0,0,0,0,4,0.5872,205,0.35821,3.0448
2023-01-02 22:45,Desktop PC,PC Gaming,400,3,0,11.2,11.2,58.4,0.0,22,1,0,0,0,0,2,0.8464,205,0.08633,0.7338
2023-01-02 23:15,Electric Iron,Iron Steam,1500,3,0,11.8,11.8,34.9,0.0,23,0,0,0,0,0,1,0.8434,235,0.30296,1.3633
2023-01-03 00:15,Desktop PC,PC Gaming,400,3,0,12.2,12.2,44.7,0.0,0,0,0,1,0,0,1,0.8664,235,0.08837,0.3977
2023-01-03 02:45,Electric Iron,Iron Steam,1500,3,0,7.3,7.3,35.8,0.0,2,0,0,1,0,0,2,0.8644,235,0.31052,1.3973
2023-01-03 02:45,Washing Machine,WM Front Load,500,3,0,11.0,11.0,60.0,0.0,2,0,0,1,0,0,2,0.853,235,0.10663,0.4798
2023-01-03 04:45,Laptop,Laptop Standard,45,3,0,9.5,9.5,49.5,0.0,4,0,0,1,0,0,2,0.8717,235,0.01,0.045
2023-01-03 05:45,Microwave,Microwave Std,1200,3,0,10.0,10.0,40.2,0.0,5,0,0,1,0,0,2,0.8848,235,0.25425,1.1441
2023-01-03 06:45,Refrigerator,Fridge Medium,250,5,0,10.5,10.5,52.8,0.0,6,0,1,1,0,0,3,0.7963,215,0.05524,0.4143
2023-01-03 07:00,Desktop PC,PC Gaming,400,3,0,10.3,10.3,50.0,0.0,7,0,1,1,0,0,3,0.8597,215,0.08769,0.6577
2023-01-03 07:30,LED Bulb,LED 9W,9,5,0,10.7,10.7,37.0,0.0,7,0,1,1,0,0,3,0.7817,215,0.00179,0.0134
2023-01-03 07:30,Laptop,Laptop Standard,45,3,0,12.2,12.2,46.6,0.0,7,0,1,1,0,0,3,0.8335,215,0.00956,0.0717
2023-01-03 07:45,LED TV,TV 32in,80,3,0,10.9,10.9,40.1,0.0,7,0,1,1,0,0,4,0.8374,215,0.01708,0.1281
2023-01-03 08:15,LED TV,TV 32in,80,3,0,15.6,15.6,53.3,0.0,8,0,1,1,0,0,4,0.8364,215,0.01706,0.1279
2023-01-03 08:45,AC,AC 1.5T,1500,4,0,24.5,14.2,40.1,-10.3,8,0,1,1,0,0,4,0.4551,215,0.18943,1.4207
2023-01-03 12:15,LED TV,TV 50in,150,3,0,22.0,22.0,56.8,0.0,12,0,0,1,0,0,1,0.8744,225,0.03345,0.2007
2023-01-03 13:15,Wi-Fi Router,Router 10W,10,5,0,23.0,23.0,45.5,0.0,13,0,0,1,0,0,1,0.815,225,0.00208,0.0125
2023-01-03 13:30,LED TV,TV 32in,80,3,0,20.8,20.8,58.0,0.0,13,0,0,1,0,0,3,0.8635,225,0.01762,0.1057
2023-01-03 13:45,AC,AC 2.0T,2000,4,0,25.4,20.5,31.9,-4.9,13,0,0,1,0,0,1,0.528,225,0.27454,1.6472
2023-01-03 14:45,Wi-Fi Router,Router 10W,10,5,0,22.9,22.9,56.9,0.0,14,0,0,1,0,0,4,0.748,225,0.00191,0.0115
2023-01-03 15:00,Ceiling Fan,Fan Large,75,3,0,20.4,20.4,56.7,0.0,15,0,0,1,0,0,4,0.8577,225,0.01673,0.1004
2023-01-03 15:45,Laptop,Laptop Standard,45,3,0,21.5,21.5,38.8,0.0,15,0,0,1,0,0,4,0.8512,225,0.00977,0.0586
2023-01-03 17:00,Microwave,Microwave Std,1200,3,0,20.6,20.6,50.8,0.0,17,0,0,1,0,0,2,0.8611,225,0.26993,1.6196
2023-01-03 17:15,Ceiling Fan,Fan Large,75,3,0,18.7,18.7,44.6,0.0,17,0,0,1,0,0,4,0.8512,225,0.0166,0.0996
2023-01-03 17:45,Microwave,Microwave Large,1500,3,0,19.6,19.6,49.4,0.0,17,0,0,1,0,0,1,0.8436,225,0.33056,1.9834
2023-01-03 18:00,Ceiling Fan,Fan Small,50,3,0,19.9,19.9,56.0,0.0,18,1,0,1,0,0,2,0.8607,205,0.01312,0.1115
2023-01-03 18:45,Wi-Fi Router,Router 10W,10,5,0,14.9,14.9,39.0,0.0,18,1,0,1,0,0,4,0.7769,205,0.00198,0.0168
2023-01-03 18:45,Washing Machine,WM Top Load,2000,3,0,16.6,16.6,32.3,0.0,18,1,0,1,0,0,2,0.8692,205,0.53019,4.5066
2023-01-03 19:00,Refrigerator,Fridge Small,150,5,0,16.6,16.6,39.3,0.0,19,1,0,1,0,0,1,0.7582,205,0.03469,0.2949
2023-01-03 19:15,AC,AC 1.0T,900,2,0,24.2,16.5,33.4,-7.7,19,1,0,1,0,0,3,0.5905,205,0.16209,1.3778
2023-01-03 20:00,Refrigerator,Fridge Large,400,2,0,14.7,14.7,52.6,0.0,20,1,0,1,0,0,2,0.8615,205,0.1051,0.8933
2023-01-03 21:45,Microwave,Microwave Std,1200,3,0,12.4,12.4,57.6,0.0,21,1,0,1,0,0,1,0.8122,205,0.30671,2.607
2023-01-03 22:30,Geyser,Geyser Standard,2000,3,0,13.1,13.1,33.6,0.0,22,1,0,1,0,0,1,0.8281,205,0.5212,4.4302
2023-01-03 23:15,Geyser,Geyser Standard,2000,3,0,9.8,9.8,58.5,0.0,23,0,0,1,0,0,1,0.8802,235,0.42157,1.8971
2023-01-03 23:30,Ceiling Fan,Fan Large,75,3,0,9.8,9.8,39.2,0.0,23,0,0,1,0,0,1,0.8676,235,0.01627,0.0732
2023-01-04 00:30,Geyser,Geyser Standard,2000,3,0,8.5,8.5,35.5,0.0,0,0,0,2,0,0,1,0.8541,235,0.40908,1.8409
2023-01-04 00:45,Refrigerator,Fridge Small,150,2,0,8.2,8.2,38.7,0.0,0,0,0,2,0,0,2,0.8982,235,0.03368,0.1516
2023-01-04 01:00,Washing Machine,WM Front Load,500,3,0,7.2,7.2,33.8,0.0,1,0,0,2,0,0,2,0.8398,235,0.10498,0.4724
2023-01-04 01:15,LED TV,TV 50in,150,3,0,7.4,7.4,56.1,0.0,1,0,0,2,0,0,2,0.8496,235,0.0325,0.1462
2023-01-04 03:15,LED TV,TV 32in,80,3,0,6.3,6.3,45.3,0.0,3,0,0,2,0,0,2,0.8503,235,0.01735,0.0781
2023-01-04 03:15,Ceiling Fan,Fan Large,75,3,0,6.7,6.7,54.8,0.0,3,0,0,2,0,0,1,0.815,235,0.01528,0.0688
2023-01-04 04:30,Geyser,Geyser Large,3000,3,0,9.7,9.7,46.7,0.0,4,0,0,2,0,0,2,0.8577,235,0.6162,2.7729
2023-01-04 05:30,AC,AC 1.5T,1500,4,1,22.8,7.1,57.6,-15.7,5,0,0,2,0,0,2,0.3,235,0.1125,0.5062
2023-01-04 05:45,Washing Machine,WM Front Load,500,3,0,8.2,8.2,32.7,0.0,5,0,0,2,0,0,2,0.8326,235,0.10407,0.4683
2023-01-04 06:15,Microwave,Microwave Std,1200,3,0,9.8,9.8,53.3,0.0,6,0,1,2,0,0,1,0.8436,215,0.28964,2.1723
2023-01-04 06:15,Wi-Fi Router,Router 10W,10,5,0,10.7,10.7,37.2,0.0,6,0,1,2,0,0,1,0.7782,215,0.00198,0.0149
2023-01-04 06:30,Geyser,Geyser Standard,2000,3,0,10.9,10.9,30.4,0.0,6,0,1,2,0,0,2,0.8625,215,0.4935,3.7012
2023-01-04 08:45,AC,AC 2.0T,2000,1,0,24.4,13.6,38.0,-10.8,8,0,1,2,0,0,4,0.6057,215,0.33619,2.5214
2023-01-04 09:45,Laptop,Laptop Standard,45,3,0,18.1,18.1,37.9,0.0,9,0,1,2,0,0,2,0.8563,215,0.00983,0.0737
2023-01-04 10:00,Washing Machine,WM Front Load,500,3,0,20.0,20.0,45.4,0.0,10,0,0,2,0,0,1,0.8462,225,0.11001,0.6601
2023-01-04 10:30,Ceiling Fan,Fan Large,75,3,0,17.1,17.1,39.9,0.0,10,0,0,2,0,0,4,0.8154,225,0.0159,0.0954
2023-01-04 12:30,Laptop,Laptop Standard,45,3,0,18.8,18.8,32.4,0.0,12,0,0,2,0,0,1,0.8499,225,0.00975,0.0585
2023-01-04 13:30,Electric Iron,Iron Standard,1000,3,0,20.8,20.8,58.8,0.0,13,0,0,2,0,0,1,0.8471,225,0.22128,1.3277
2023-01-04 14:00,LED Bulb,LED 9W,9,5,0,22.5,22.5,57.8,0.0,14,0,0,2,0,0,4,0.7942,225,0.00182,0.0109
2023-01-04 14:45,Geyser,Geyser Large,3000,3,0,20.9,20.9,46.3,0.0,14,0,0,2,0,0,4,0.8709,225,0.68257,4.0954
2023-01-04 15:00,Washing Machine,WM Front Load,500,3,0,22.4,22.4,32.2,0.0,15,0,0,2,0,0,1,0.8318,225,0.10813,0.6488
2023-01-04 15:00,Laptop,Laptop Standard,45,3,0,23.8,23.8,54.0,0.0,15,0,0,2,0,0,2,0.8551,225,0.00981,0.0589
2023-01-04 15:30,AC,AC 2.0T,2000,3,0,25.7,20.5,49.5,-5.2,15,0,0,2,0,0,4,0.5976,225,0.31075,1.8645
2023-01-04 15:45,Ceiling Fan,Fan Large,75,3,0,21.8,21.8,41.5,0.0,15,0,0,2,0,0,2,0.8753,225,0.01707,0.1024
2023-01-04 16:45,Geyser,Geyser Standard,2000,3,0,21.7,21.7,56.1,0.0,16,0,0,2,0,0,2,0.8511,225,0.44466,2.668
2023-01-04 17:00,Washing Machine,WM Top Load,2000,3,0,19.3,19.3,59.8,0.0,17,0,0,2,0,0,1,0.8471,225,0.44052,2.6431
2023-01-04 17:45,LED Bulb,LED 12W,12,5,0,19.1,19.1,40.9,0.0,17,0,0,2,0,0,4,0.7767,225,0.00238,0.0143
2023-01-04 19:15,Electric Iron,Iron Steam,1500,3,0,16.6,16.6,57.3,0.0,19,1,0,2,0,0,3,0.8307,205,0.39212,3.333
2023-01-04 21:30,Wi-Fi Router,Router 10W,10,5,0,10.6,10.6,35.3,0.0,21,1,0,2,0,0,4,0.7544,205,0.00192,0.0163
2023-01-04 21:45,Washing Machine,WM Top Load,2000,3,0,13.6,13.6,43.6,0.0,21,1,0,2,0,0,3,0.8267,205,0.50429,4.2865
2023-01-04 23:30,Ceiling Fan,Fan Large,75,3,0,10.5,10.5,36.9,0.0,23,0,0,2,0,0,1,0.8472,235,0.01589,0.0715
2023-01-04 23:45,Microwave,Microwave Std,1200,3,0,10.0,10.0,41.6,0.0,23,0,0,2,0,0,1,0.8149,235,0.23418,1.0538
2023-01-05 01:00,Desktop PC,PC Gaming,400,3,0,9.6,9.6,38.6,0.0,1,0,0,3,0,0,1,0.8802,235,0.08978,0.404
2023-01-05 01:30,Washing Machine,WM Front Load,500,3,0,9.7,9.7,37.1,0.0,1,0,0,3,0,0,2,0.8712,235,0.1089,0.49
2023-01-05 02:45,Laptop,Laptop Gaming,65,3,0,11.6,11.6,51.1,0.0,2,0,0,3,0,0,1,0.8454,235,0.01401,0.063
2023-01-05 03:00,LED Bulb,LED 9W,9,5,0,8.1,8.1,47.4,0.0,3,0,0,3,0,0,1,0.7901,235,0.00181,0.0081
2023-01-05 04:00,Geyser,Geyser Standard,2000,3,0,9.9,9.9,44.8,0.0,4,0,0,3,0,0,1,0.8444,235,0.4044,1.8198
2023-01-05 04:15,AC,AC 2.0T,2000,5,0,20.5,10.2,59.4,-10.3,4,0,0,3,0,0,2,0.3802,235,0.19009,0.8554
2023-01-05 05:00,Refrigerator,Fridge Small,150,4,0,8.3,8.3,50.5,0.0,5,0,0,3,0,0,1,0.7975,235,0.02991,0.1346
2023-01-05 05:30,LED TV,TV 32in,80,3,0,9.8,9.8,53.9,0.0,5,0,0,3,0,0,2,0.8465,235,0.01727,0.0777
2023-01-05 06:00,Washing Machine,WM Front Load,500,3,0,13.5,13.5,32.8,0.0,6,0,1,3,0,0,2,0.8383,215,0.11631,0.8723
2023-01-05 07:00,Electric Iron,Iron Steam,1500,3,0,11.8,11.8,51.0,0.0,7,0,1,3,0,0,4,0.8332,215,0.35757,2.6818
2023-01-05 07:30,Wi-Fi Router,Router 10W,10,5,0,13.1,13.1,37.5,0.0,7,0,1,3,0,0,2,0.7827,215,0.002,0.015
2023-01-05 07:45,Geyser,Geyser Standard,2000,3,0,11.1,11.1,59.8,0.0,7,0,1,3,0,0,3,0.8386,215,0.47984,3.5988
2023-01-05 08:00,AC,AC 1.0T,900,5,0,24.9,12.8,50.2,-12.1,8,0,1,3,0,0,3,0.3771,215,0.09418,0.7064
2023-01-05 08:45,Refrigerator,Fridge Small,150,1,0,16.2,16.2,56.1,0.0,8,0,1,3,0,0,4,0.9266,215,0.03857,0.2893
2023-01-05 09:30,AC,AC 2.0T,2000,5,0,23.2,17.1,34.0,-6.1,9,0,1,3,0,0,3,0.4301,215,0.23869,1.7902
2023-01-05 11:15,AC,AC 1.0T,900,2,0,23.2,19.7,38.0,-3.5,11,0,0,3,0,0,1,0.6336,225,0.14826,0.8896
2023-01-05 11:45,Microwave,Microwave Large,1500,3,0,21.0,21.0,47.0,0.0,11,0,0,3,0,0,2,0.8695,225,0.34072,2.0443
2023-01-05 13:00,Ceiling Fan,Fan Small,50,3,0,18.0,18.0,32.2,0.0,13,0,0,3,0,0,1,0.8527,225,0.01108,0.0665
2023-01-05 13:30,LED Bulb,LED 9W,9,5,0,20.1,20.1,60.0,0.0,13,0,0,3,0,0,4,0.7745,225,0.00178,0.0107
2023-01-05 14:30,LED TV,TV 50in,150,3,0,21.3,21.3,45.1,0.0,14,0,0,3,0,0,1,0.8492,225,0.03248,0.1949
2023-01-05 14:30,Refrigerator,Fridge Large,400,4,0,19.8,19.8,57.0,0.0,14,0,0,3,0,0,3,0.8175,225,0.08501,0.5101
2023-01-05 17:15,LED Bulb,LED 12W,12,5,0,23.1,23.1,59.6,0.0,17,0,0,3,0,0,3,0.7916,225,0.00242,0.0145
2023-01-05 17:15,Refrigerator,Fridge Large,400,5,0,18.8,18.8,58.5,0.0,17,0,0,3,0,0,4,0.7824,225,0.08137,0.4882
2023-01-05 17:15,AC,AC 2.0T,2000,2,1,21.7,17.5,37.0,-4.2,17,0,0,3,0,0,2,0.5051,225,0.26264,1.5758
2023-01-05 17:30,Geyser,Geyser Large,3000,3,0,20.1,20.1,56.0,0.0,17,0,0,3,0,0,2,0.8408,225,0.65893,3.9536
2023-01-05 19:15,Microwave,Microwave Std,1200,3,0,17.5,17.5,49.0,0.0,19,1,0,3,0,0,3,0.8564,205,0.32342,2.7491
2023-01-05 20:00,LED Bulb,LED 9W,9,5,0,15.6,15.6,59.7,0.0,20,1,0,3,0,0,2,0.7756,205,0.00178,0.0151
2023-01-05 21:15,Geyser,Geyser Standard,2000,3,0,10.8,10.8,58.3,0.0,21,1,0,3,0,0,3,0.855,205,0.5381,4.5739
2023-01-05 21:30,Laptop,Laptop Gaming,65,3,0,9.2,9.2,31.8,0.0,21,1,0,3,0,0,4,0.8634,205,0.01431,0.1216
2023-01-05 21:30,Geyser,Geyser Standard,2000,3,0,8.9,8.9,40.8,0.0,21,1,0,3,0,0,4,0.8348,205,0.5254,4.4659
2023-01-05 21:45,AC,AC 1.0T,900,1,0,25.0,12.6,50.6,-12.4,21,1,0,3,0,0,3,0.5901,205,0.16199,1.3769
2023-01-05 23:15,Electric Iron,Iron Standard,1000,3,0,12.4,12.4,55.0,0.0,23,0,0,3,0,0,2,0.8308,235,0.19895,0.8953
2023-01-06 00:15,Microwave,Microwave Large,1500,3,0,11.4,11.4,42.0,0.0,0,0,0,4,0,0,1,0.8311,235,0.29856,1.3435
2023-01-06 01:30,Electric Iron,Iron Standard,1000,3,0,8.1,8.1,43.6,0.0,1,0,0,4,0,0,1,0.8492,235,0.20336,0.9151
2023-01-06 02:15,Laptop,Laptop Standard,45,3,0,11.4,11.4,59.7,0.0,2,0,0,4,0,0,1,0.8576,235,0.00984,0.0443
2023-01-06 02:45,Desktop PC,PC Standard,300,3,0,10.8,10.8,36.6,0.0,2,0,0,4,0,0,1,0.8259,235,0.06318,0.2843
2023-01-06 03:15,Microwave,Microwave Large,1500,3,0,9.7,9.7,55.4,0.0,3,0,0,4,0,0,2,0.869,235,0.31214,1.4046
2023-01-06 03:45,Washing Machine,WM Top Load,2000,3,0,10.0,10.0,54.0,0.0,3,0,0,4,0,0,2,0.8523,235,0.42616,1.9177
2023-01-06 04:15,AC,AC 1.5T,1500,4,0,22.9,8.7,32.4,-14.2,4,0,0,4,0,0,2,0.363,235,0.13613,0.6126
2023-01-06 05:30,Microwave,Microwave Std,1200,3,0,8.9,8.9,58.2,0.0,5,0,0,4,0,0,1,0.8664,235,0.24898,1.1204
2023-01-06 06:15,Washing Machine,WM Front Load,500,3,0,8.8,8.8,49.7,0.0,6,0,1,4,0,0,2,0.8297,215,0.11512,0.8634
2023-01-06 06:30,AC,AC 1.0T,900,3,0,20.7,13.2,52.9,-7.5,6,0,1,4,0,0,4,0.5289,215,0.13209,0.9907
2023-01-06 08:15,Ceiling Fan,Fan Large,75,3,0,15.0,15.0,42.9,0.0,8,0,1,4,0,0,3,0.8402,215,0.01749,0.1312
2023-01-06 09:00,Microwave,Microwave Large,1500,3,0,14.6,14.6,32.7,0.0,9,0,1,4,0,0,4,0.8066,215,0.34614,2.596
2023-01-06 10:15,LED Bulb,LED 9W,9,5,0,16.9,16.9,48.9,0.0,10,0,0,4,0,0,3,0.7783,225,0.00179,0.0107
2023-01-06 11:00,Laptop,Laptop Standard,45,3,0,19.2,19.2,43.1,0.0,11,0,0,4,0,0,4,0.8537,225,0.0098,0.0588
2023-01-06 11:00,Desktop PC,PC Gaming,400,3,0,20.1,20.1,54.2,0.0,11,0,0,4,0,0,1,0.824,225,0.08404,0.5042
2023-01-06 11:30,Microwave,Microwave Large,1500,3,0,17.9,17.9,50.4,0.0,11,0,0,4,0,0,1,0.8724,225,0.34186,2.0512
2023-01-06 11:45,Ceiling Fan,Fan Large,75,3,0,21.5,21.5,59.1,0.0,11,0,0,4,0,0,3,0.8264,225,0.01612,0.0967
